accountNumber,accountType,balance,createdAt,isActive,currency
ES1566595662473818349406,Corporate,45948.17,2024-02-28,True,GTQ
ES1750742459556939216611,Savings,91498.4,2022-08-03,True,EUR
ES7771322440795298295946,Checking,97531.4,2021-07-04,True,EUR
ES0971633495997926446915,Savings,7795.29,2020-05-18,False,USD
ES6220541632225493925721,Corporate,31407.53,2023-12-23,True,USD
ES9436886856712713793212,Checking,87743.43,2022-08-20,True,USD
ES2356363806349646396978,Savings,89515.71,2024-12-14,True,EUR
ES9114983511815952719875,Savings,48147.8,2024-03-07,False,EUR
ES4497203622593909755958,Checking,12714.29,2020-03-15,True,EUR
ES6116704748279381181701,Checking,21994.54,2020-05-31,False,GTQ
ES3150438995970102304882,Checking,51284.76,2020-10-26,True,EUR
ES4061741221357262998720,Checking,37608.29,2023-11-21,True,GTQ
ES2154619064688849886109,Checking,73468.16,2022-04-09,False,USD
ES1043751592594872692136,Checking,19755.51,2023-11-25,True,GTQ
ES9567726771918302188864,Checking,53426.71,2020-05-25,False,GTQ
ES9387995450504095748983,Checking,11809.27,2024-09-14,True,GTQ
ES1616337994827191425133,Savings,95938.2,2020-10-16,True,USD
ES6271895389809932654639,Savings,89610.79,2023-12-12,False,USD
ES2709482350296083600922,Savings,53681.04,2023-12-04,False,USD
ES5358039231093948068921,Corporate,70251.72,2023-06-14,False,EUR
ES3615610743971352077936,Checking,11029.12,2023-06-14,False,EUR
ES0347057638213024351711,Savings,17931.88,2023-04-24,True,EUR
ES5352266773672844684077,Corporate,29511.26,2024-06-22,False,GTQ
ES8597346969826339952109,Savings,10330.01,2021-11-30,False,GTQ
ES5908083994841042793710,Checking,85403.83,2024-06-25,True,USD
ES0894361898240218266587,Checking,68462.81,2024-09-10,True,USD
ES1810184528326280630497,Checking,90087.05,2021-05-26,True,USD
ES7587831954848952619052,Corporate,47985.47,2023-03-22,False,USD
ES8163805502060140998825,Savings,97462.71,2024-07-30,True,USD
ES0543939602889317424963,Corporate,76265.81,2021-08-18,True,GTQ
ES7714806866323934566633,Checking,96984.61,2020-07-26,True,EUR
ES2863556033010204838854,Savings,47784.26,2022-06-03,True,USD
ES5848315150440462577454,Corporate,68324.58,2021-12-08,False,USD
ES2295692929713824003472,Corporate,50811.5,2020-12-13,True,USD
ES7998151462299264469786,Savings,31155.62,2021-04-03,False,EUR
ES2819986285352080976655,Checking,73746.69,2024-11-03,False,GTQ
ES5474886619502606151665,Checking,26100.15,2023-04-22,False,USD
ES3737881370348599900573,Checking,30812.27,2023-02-17,False,GTQ
ES7722517245673086813420,Corporate,85838.66,2021-02-24,False,USD
ES8021558370174413072223,Checking,68892.63,2021-09-15,True,USD
ES6673401745156104461362,Checking,85770.29,2024-05-16,True,EUR
ES2486707506421912462459,Checking,4059.56,2020-12-07,False,EUR
ES2682821298256949155858,Savings,74692.15,2022-11-06,True,EUR
ES9332406057435490726918,Corporate,11685.23,2022-10-26,False,GTQ
ES5575245716343648741358,Corporate,54946.73,2022-12-14,False,GTQ
ES3076147947899570566364,Savings,27265.62,2023-02-07,False,EUR
ES0362047642461483984939,Checking,59325.64,2020-11-18,False,EUR
ES1448553226499619443128,Savings,5068.9,2024-03-27,False,GTQ
ES0414360389359469718258,Savings,43912.5,2023-11-11,False,GTQ
ES1285551796241303709871,Checking,29552.44,2021-04-24,True,EUR
ES1857814847692182195953,Corporate,15565.98,2022-02-11,True,GTQ
ES7303704959557546334046,Checking,62755.72,2022-08-05,True,EUR
ES0466168187465792615188,Checking,29537.74,2023-06-25,False,USD
ES4199142304950422067487,Checking,5054.36,2021-05-20,False,GTQ
ES7950528296982669265754,Savings,6266.13,2022-07-03,False,USD
ES8419504458912328989141,Checking,35873.3,2021-11-21,True,USD
ES7855630926162511667037,Checking,14634.16,2021-10-25,False,GTQ
ES2757246552698605128252,Corporate,95893.9,2021-04-20,True,USD
ES3063840111354395635438,Corporate,27796.22,2022-03-23,True,EUR
ES4784274337769268762561,Corporate,91907.72,2024-02-10,False,USD
ES3340661764492470050697,Savings,47844.6,2020-07-16,False,USD
ES9077694587474139728906,Corporate,64067.42,2024-05-27,False,EUR
ES9460885298075418556577,Savings,89410.33,2021-11-10,False,GTQ
ES1665589926783493679520,Checking,18156.89,2020-04-01,False,GTQ
ES3425106076274791246613,Checking,80633.64,2021-05-15,True,GTQ
ES2764708467095519414146,Savings,25752.02,2020-12-15,False,GTQ
ES6427302031535675370062,Savings,30805.16,2023-04-06,True,EUR
ES1740176563463239701086,Corporate,92784.75,2020-07-03,False,GTQ
ES1975602619030658293411,Savings,38220.63,2023-05-24,False,USD
ES3909212306272101365805,Savings,53130.57,2021-07-20,False,GTQ
ES5561835311227724425662,Corporate,71547.25,2021-09-14,False,EUR
ES2812987510856474817153,Checking,47188.7,2023-07-15,False,EUR
ES9145913507721908841056,Savings,91343.27,2024-12-21,True,EUR
ES4296485409636190724658,Savings,75829.79,2020-07-20,False,USD
ES4181216403572649672618,Corporate,51708.47,2023-03-14,True,GTQ
ES2423390424709972222334,Corporate,90091.33,2022-05-17,False,USD
ES5864849522641304341391,Checking,13467.65,2023-07-10,True,EUR
ES3938591314710418772010,Corporate,46561.85,2024-01-29,True,USD
ES3889339327436555381925,Savings,27747.31,2024-02-15,True,EUR
ES0660728322655807825482,Corporate,10642.51,2024-10-07,False,GTQ
ES4446329018034774204532,Checking,69368.7,2023-09-03,True,USD
ES7949389205742000060662,Corporate,58877.13,2021-07-19,True,GTQ
ES9754581018713706074828,Savings,52110.14,2021-05-05,False,USD
ES9723852518479880442417,Savings,89610.18,2020-10-03,True,EUR
ES1558303600630915550267,Corporate,31778.19,2021-10-17,True,EUR
ES9839684907606304757897,Corporate,69089.69,2022-07-03,True,USD
ES9829441051127097801805,Savings,16149.19,2021-06-28,True,GTQ
ES5018494269107408422194,Savings,25473.4,2023-07-19,True,EUR
ES3014779069326140874805,Savings,83439.92,2024-02-10,False,EUR
ES7245193261864564470320,Savings,92678.4,2023-01-11,False,EUR
ES2446976755398555736386,Checking,98286.93,2024-05-14,True,GTQ
ES5952356326766057491499,Checking,82346.96,2021-05-24,False,GTQ
ES0562758913841282997146,Corporate,13196.46,2021-02-08,True,GTQ
ES6799029635583137362265,Savings,19295.98,2021-05-29,True,USD
ES9481278569747398008009,Corporate,74424.81,2021-12-02,True,EUR
ES4240785362645386576609,Checking,29713.58,2022-04-01,True,GTQ
ES4940631707338526873327,Checking,37366.6,2020-09-12,False,EUR
ES2227785921446359390831,Checking,70067.62,2022-07-30,True,EUR
ES1012945429020731983709,Checking,81535.87,2021-10-06,True,USD
ES8517229686485864953462,Checking,46251.15,2020-12-27,False,USD
ES4209009530472506016636,Corporate,30973.4,2021-02-09,False,USD
ES5360372101889110641700,Checking,96316.86,2020-10-23,False,GTQ
ES5651947188537092923630,Checking,28413.5,2021-11-15,True,EUR
ES0895252517341711045661,Corporate,85728.12,2023-12-21,True,EUR
ES5083394869260595300827,Corporate,52980.51,2023-10-31,True,USD
ES8136813806509360967469,Corporate,15988.87,2024-01-01,False,EUR
ES9218922604063860764369,Corporate,86007.73,2021-06-19,True,EUR
ES6999763226590064130998,Corporate,30990.06,2023-11-29,False,USD
ES9724853461321601743412,Corporate,48890.72,2021-06-30,False,GTQ
ES2530187739112871036828,Corporate,18857.08,2024-05-14,False,USD
ES1734911537611316146985,Corporate,33083.58,2022-07-06,False,GTQ
ES1462666088062551404713,Corporate,83158.74,2023-06-30,True,USD
ES4922258846648044784903,Savings,85351.09,2024-05-27,True,USD
ES9758631826346111310916,Savings,66860.84,2024-10-10,False,GTQ
ES0948131909644404545915,Checking,33042.28,2021-05-23,True,GTQ
ES9016625950658720369099,Savings,11437.75,2024-01-06,True,GTQ
ES5889462497662920070534,Checking,75825.57,2020-09-15,False,USD
ES2665098160056829096363,Savings,61578.46,2024-12-29,True,USD
ES8036352201653556247038,Corporate,8215.29,2021-02-02,False,GTQ
ES1373290914803014225408,Corporate,84227.26,2021-03-09,True,EUR
ES9003637290220644641790,Savings,70173.85,2022-04-18,False,USD
ES2503738528188098138333,Corporate,57804.19,2023-11-29,True,USD
ES5846128063540202250637,Checking,49619.2,2022-07-25,False,USD
ES4655093978866627238123,Savings,74473.24,2024-12-28,False,GTQ
ES1558633887569761613629,Savings,9515.81,2024-02-22,True,GTQ
ES1630917122033161240079,Corporate,10524.41,2021-10-26,True,USD
ES7904588332194967214545,Savings,36596.54,2022-02-14,False,GTQ
ES9820734053237161274409,Corporate,86584.62,2022-12-03,False,USD
ES5319532150623619878641,Corporate,73267.73,2023-12-03,False,USD
ES8788048831038262625986,Savings,57466.64,2024-04-22,False,GTQ
ES8970853920101695317158,Checking,36292.03,2022-11-14,True,USD
ES7140640294661559306578,Checking,43323.66,2024-08-12,False,USD
ES1962238783704114851688,Corporate,8736.24,2022-03-06,False,USD
ES6400219614303716501659,Savings,50372.51,2021-01-28,True,GTQ
ES0330325082068152616818,Corporate,33761.06,2023-11-16,True,EUR
ES9217159237960432167022,Checking,39652.21,2024-05-11,False,USD
ES7812273604355583672892,Savings,96843.37,2020-06-21,True,GTQ
ES5785312005933379830495,Corporate,24898.44,2022-05-06,False,EUR
ES9431085221541213290133,Corporate,6608.17,2024-07-27,True,GTQ
ES0555386974163876198726,Checking,93755.76,2025-02-16,False,GTQ
ES1368144741851068926780,Savings,4195.2,2023-07-19,False,EUR
ES0980369420301142697181,Savings,34119.58,2024-11-24,True,USD
ES3175069096412347911524,Savings,55161.65,2024-04-29,False,GTQ
ES0660452484461801345740,Savings,24326.1,2022-08-04,True,GTQ
ES6359771214045296236606,Corporate,70605.99,2022-03-05,True,EUR
ES0790672432243163958492,Savings,95040.87,2020-08-22,True,GTQ
ES9171552488007495057746,Checking,94713.47,2022-12-18,False,GTQ
ES5984829865676929611119,Savings,11302.06,2021-09-14,False,GTQ
ES9735964970884123560543,Savings,65383.36,2021-11-29,False,EUR
ES5673915774716500670391,Checking,78372.64,2021-06-22,True,USD
ES4479035046373138091322,Savings,3609.03,2024-01-15,True,GTQ
ES8280950076656255828650,Corporate,86169.15,2023-09-29,True,GTQ
ES8351646130134320319254,Checking,6161.9,2022-02-10,False,GTQ
ES3676817671122949378299,Savings,43542.15,2021-09-08,False,GTQ
ES8807162078246432565862,Savings,12442.74,2021-07-21,True,GTQ
ES1352675669292624394020,Checking,35827.12,2020-11-03,False,EUR
ES7014977834415057898987,Savings,24578.85,2025-01-20,True,GTQ
ES1980921071542365421838,Savings,23485.46,2020-11-23,True,USD
ES9141361576101494224596,Corporate,25742.32,2023-10-01,True,USD
ES2323270009703019152799,Savings,13544.87,2020-11-20,True,EUR
ES4645521787844304249636,Savings,32098.46,2023-04-23,True,EUR
ES7419432208455838251684,Savings,61006.26,2022-10-26,False,GTQ
ES2809585156515640284045,Savings,66002.44,2023-04-23,True,EUR
ES6282596111490483490002,Corporate,21380.24,2020-10-04,False,USD
ES8141681582690077909894,Checking,71600.25,2021-01-07,False,GTQ
ES5278859527816122695962,Checking,87028.12,2023-08-26,True,GTQ
ES2228001204667826642442,Checking,32567.04,2020-06-13,True,USD
ES7094951154592833575796,Checking,90142.11,2021-03-13,False,EUR
ES6281203367857077154930,Savings,21151.94,2024-10-30,True,GTQ
ES5211258329780816395339,Savings,31188.98,2024-07-31,True,USD
ES8089943174026556748808,Checking,72766.16,2020-12-17,True,USD
ES2007139490878857425124,Savings,70135.85,2022-06-30,False,USD
ES1209596357792636793710,Savings,50391.84,2024-12-19,True,EUR
ES5878633169060066549768,Checking,59235.78,2020-10-17,False,USD
ES3724769966395488944717,Savings,28630.16,2021-11-30,False,EUR
ES4779482228588400773617,Savings,86414.51,2021-06-27,False,EUR
ES5997371163861681117349,Savings,23220.4,2024-04-21,False,USD
ES6787234422393823140945,Corporate,43677.41,2021-07-03,True,GTQ
ES1862037053317606618541,Checking,4099.3,2022-05-24,False,USD
ES4693608332849750592166,Corporate,75693.33,2022-02-27,False,EUR
ES8695598392801555317904,Corporate,22437.87,2024-06-06,True,EUR
ES8377269036225078128063,Corporate,83094.71,2021-04-14,False,EUR
ES5904664701917476120697,Corporate,92928.08,2021-06-26,True,USD
ES7599111205637764151355,Corporate,39422.95,2025-02-12,False,GTQ
ES9646139023967360436568,Checking,42959.67,2020-10-21,False,USD
ES4756192790441789653841,Checking,47265.91,2023-11-15,True,USD
ES1860041498967007045416,Savings,28789.31,2024-04-28,False,USD
ES8988814701618892343485,Savings,77362.58,2023-06-11,False,EUR
ES8993549584475112317576,Corporate,40065.52,2021-05-13,False,EUR
ES2720018912571636760114,Checking,66263.76,2022-02-07,True,USD
ES2512607603512999494080,Checking,57275.67,2024-10-25,False,EUR
ES6625941375940781856637,Savings,44937.06,2021-05-18,True,EUR
ES9642181771750261713526,Savings,47177.51,2022-08-09,False,EUR
ES8097472101627504143878,Corporate,84588.21,2023-08-01,True,EUR
ES0682076248700062686096,Savings,58377.46,2024-10-16,True,EUR
ES8881021624080117597866,Corporate,55593.34,2020-09-24,True,EUR
ES6329100621131702000786,Savings,26542.69,2024-11-15,False,EUR
ES3539780326206878294923,Checking,13595.03,2021-07-19,True,USD
ES7642564628355949903519,Corporate,65941.84,2020-03-06,True,USD
ES3331851559961018869785,Corporate,4811.68,2020-11-20,False,GTQ
ES1245872198775742944287,Checking,5153.6,2021-03-03,True,USD
ES2537213723990860631542,Corporate,99205.14,2020-11-17,False,USD
ES1462896888719562990940,Corporate,84648.16,2024-11-13,False,GTQ
ES6344042742582876580386,Corporate,5428.57,2023-02-16,True,EUR
ES1868552435157326897192,Savings,8670.44,2021-03-20,False,USD
ES7429100235971314622604,Corporate,8667.57,2020-09-03,True,EUR
ES2560720874154218055419,Corporate,37764.58,2022-04-16,False,USD
ES4294029290136624284489,Corporate,43221.06,2023-06-18,False,USD
ES8868064860644912294775,Savings,33327.51,2024-07-31,False,EUR
ES8249060894971709101625,Checking,89841.83,2023-01-23,False,EUR
ES1536393545334097529725,Checking,62569.72,2024-09-18,True,EUR
ES0528858859460970781872,Savings,29796.39,2023-11-12,True,GTQ
ES9284087768922279144918,Savings,11516.98,2021-08-30,True,EUR
ES1797425448539637465962,Corporate,71861.03,2022-10-11,False,USD
ES0676367088562294965919,Checking,83241.95,2024-05-25,True,GTQ
ES1347370062553947276027,Corporate,15857.39,2020-05-08,True,USD
ES3215288565109695722457,Savings,56974.84,2020-12-10,False,GTQ
ES1631969071638732570970,Corporate,13002.99,2022-08-06,True,GTQ
ES6292945657319564531311,Checking,66260.58,2021-02-20,False,EUR
ES4150819450766804186098,Checking,20307.34,2023-04-04,False,USD
ES6574534742982639612068,Checking,25064.26,2022-12-10,False,USD
ES1786940111353806700997,Checking,32166.82,2022-10-17,True,GTQ
ES9003084824802721751774,Savings,45055.74,2025-02-19,False,EUR
ES7296409053749353410690,Savings,35846.48,2021-02-05,True,EUR
ES0635190285060398786973,Corporate,48931.3,2020-03-18,True,EUR
ES8519582572546025862313,Checking,23746.57,2022-06-18,True,GTQ
ES6127392591372125998173,Savings,77868.38,2020-06-20,False,GTQ
ES6945146569512823639477,Corporate,66924.36,2020-04-16,False,EUR
ES4318154408987647612256,Checking,32070.59,2023-11-08,True,EUR
ES2536002375372445985720,Checking,50997.57,2021-05-11,True,GTQ
ES8601919860806793088508,Checking,63630.35,2023-02-27,True,USD
ES5677596998083938410995,Checking,2535.71,2023-03-09,True,EUR
ES8071236393793010967519,Checking,76785.45,2023-06-26,False,GTQ
ES4135833216616126800611,Savings,13513.4,2024-01-12,True,EUR
ES8105934812082948631094,Savings,69314.61,2021-12-18,True,USD
ES8091455847973650620530,Corporate,86821.12,2023-12-05,False,EUR
ES4588733653054991607579,Checking,13617.85,2020-09-13,True,GTQ
ES0678048069344676955640,Checking,12783.93,2021-03-04,False,GTQ
ES9010327256851104163294,Corporate,62046.33,2022-04-04,True,USD
ES4788603228299582800219,Corporate,92151.65,2022-03-29,False,EUR
ES1995935487506337225289,Corporate,45525.62,2023-06-18,False,EUR
ES1878184737700995406113,Checking,70311.26,2021-09-16,True,GTQ
ES7877704726562020501074,Corporate,91717.84,2023-02-18,True,USD
ES9883472324867801327767,Savings,59761.78,2020-04-23,False,GTQ
ES5612614236988462821921,Corporate,45899.19,2021-02-21,False,EUR
ES6972935249110872930420,Savings,51358.05,2020-08-01,False,USD
ES5519871936097562907202,Savings,30437.5,2023-11-30,False,USD
ES1276176369009598865026,Corporate,52250.09,2023-06-28,False,EUR
ES9004183146685849925406,Checking,39022.71,2024-10-15,True,USD
ES2863385797064124702749,Savings,81584.73,2022-12-25,True,EUR
ES1390982630740411341356,Corporate,28547.37,2020-09-20,False,USD
ES6326315505829657290784,Checking,29194.3,2023-06-18,True,EUR
ES4222764779628062087191,Checking,49176.94,2020-09-18,True,USD
ES6263284705898525211640,Checking,93981.28,2021-07-15,False,GTQ
ES9848186807513688396090,Savings,92527.07,2021-07-25,False,USD
ES5679138225593185033949,Savings,21477.47,2022-06-14,True,USD
ES4446804869097140858154,Corporate,90351.59,2024-03-06,True,USD
ES3721074837772563943131,Checking,83417.94,2024-08-05,True,EUR
ES2068967898839454346306,Savings,28901.91,2023-08-09,False,GTQ
ES9249056240926109063785,Checking,52568.5,2021-07-09,False,EUR
ES5927426611667347107334,Savings,71908.84,2021-06-19,True,EUR
ES8905552799407923056124,Checking,49832.3,2024-04-14,True,USD
ES2451021739625676745936,Checking,73431.74,2023-12-09,True,EUR
ES7919329890040210331765,Savings,74683.48,2021-09-14,True,GTQ
ES3235010978244854544283,Savings,33384.46,2021-05-21,False,EUR
ES3688155377194931222170,Checking,63431.77,2023-03-05,True,GTQ
ES8746240738537777191343,Corporate,32166.18,2021-05-28,True,EUR
ES8368472737642461115062,Savings,93304.43,2021-10-02,False,USD
ES3127331040469252122121,Corporate,66451.91,2022-05-20,True,GTQ
ES2570165190742589862314,Corporate,1789.09,2025-02-08,True,GTQ
ES8795734425904979212813,Checking,87339.37,2020-10-17,True,GTQ
ES8889661194447115776377,Savings,27263.32,2020-05-30,True,EUR
ES2696489416476898728879,Savings,73622.51,2025-02-10,False,USD
ES1038803515085356193284,Savings,63842.5,2023-04-14,True,GTQ
ES8337225755859790148732,Corporate,75195.15,2023-04-13,True,EUR
ES3801367280647574946439,Savings,49578.42,2020-06-22,True,GTQ
ES7394621222410622912387,Savings,4842.46,2023-01-15,False,GTQ
ES2031539104657865983904,Checking,63471.61,2021-01-23,True,GTQ
ES9025668951585071000743,Checking,48939.07,2024-02-21,True,EUR
ES5737993326985534708399,Savings,87628.87,2020-05-26,False,EUR
ES7338755533073916626547,Corporate,39828.8,2025-01-15,False,GTQ
ES2738375780074574012280,Checking,30246.3,2022-09-14,True,USD
ES0553475490221191374429,Checking,42539.81,2020-09-27,False,EUR
ES0873410586797756007245,Savings,66579.4,2020-12-28,True,USD
ES8526841943178154890178,Checking,95675.24,2021-08-18,True,EUR
ES1937506557159301830550,Corporate,40410.84,2022-09-09,True,EUR
ES6895548588851595790958,Checking,60504.82,2021-11-24,True,USD
ES8208339435322743646164,Checking,27524.46,2023-03-07,True,EUR
ES6370765824389310700439,Savings,56663.47,2023-10-15,False,EUR
ES5673681569110747113600,Corporate,32444.22,2023-03-16,False,EUR
ES0569262114222476156302,Checking,40469.27,2023-06-08,True,EUR
ES6681709428500199392410,Checking,73090.5,2021-03-09,False,GTQ
ES1433379299732775142793,Savings,31542.55,2024-11-09,False,USD
ES2000024946577503207530,Corporate,87686.58,2022-12-14,True,GTQ
ES2559259549518866002103,Savings,94839.9,2021-04-06,False,USD
ES9473421096228270720024,Corporate,54436.96,2020-09-20,True,EUR
ES0570757628836181125591,Savings,78262.92,2023-04-07,False,EUR
ES5325186256647721235101,Corporate,7283.01,2022-04-29,True,GTQ
ES2794593984963978886858,Savings,36847.68,2023-10-04,True,USD
ES0943734770265543847454,Corporate,40157.1,2024-09-01,True,EUR
ES3068254761069999723998,Savings,91154.72,2024-06-25,False,EUR
ES4864798809240146353915,Savings,55742.17,2022-08-16,True,USD
ES3457007863123541818177,Savings,84702.71,2021-11-17,True,GTQ
ES9351188224863866637575,Checking,79343.0,2022-12-05,True,USD
ES5646669874649655322228,Checking,30845.18,2020-11-03,True,GTQ
ES5589438455658886925124,Corporate,25483.57,2020-03-03,False,GTQ
ES7972574914397916597030,Savings,81486.59,2022-11-13,False,GTQ
ES0885804866535989692439,Checking,13988.13,2022-06-07,False,USD
ES5468203993779902023925,Savings,8315.13,2020-07-18,False,USD
ES4593485216310701683502,Savings,74522.55,2020-07-11,True,USD
ES7669951287599145258249,Corporate,59231.38,2024-10-21,False,USD
ES2004369986743340099069,Corporate,86071.0,2023-05-18,False,EUR
ES1088708790572104865483,Corporate,74604.85,2020-05-28,False,EUR
ES2188254958318654776235,Checking,21064.0,2022-10-09,False,GTQ
ES2274418616415177983877,Corporate,47668.63,2024-01-11,False,EUR
ES8190064993283648131289,Savings,23003.04,2024-11-03,False,GTQ
ES4671557600856982420056,Checking,48851.6,2022-03-25,True,EUR
ES6348584394710174090420,Savings,99322.24,2020-09-29,False,EUR
ES9494240857746892678579,Corporate,71743.29,2021-05-09,False,USD
ES8063234725584646404469,Corporate,97543.87,2020-09-21,False,USD
ES6946346641783305147724,Checking,37612.34,2022-01-04,True,GTQ
ES9751650093129995962023,Checking,33911.11,2023-01-24,True,USD
ES3242954593293445046650,Corporate,17756.32,2020-11-22,False,GTQ
ES5624622541233690755790,Savings,9304.99,2023-12-08,False,GTQ
ES4557042657552820530657,Checking,52817.16,2024-10-25,True,USD
ES8664164497813851929204,Checking,25950.36,2020-05-09,False,GTQ
ES8694399505959591858057,Checking,83598.02,2024-03-03,True,EUR
ES2301684703467592481010,Corporate,56965.92,2023-07-22,False,USD
ES3707942721167129211540,Checking,69349.34,2022-04-16,False,GTQ
ES3916054162740245141927,Checking,31988.6,2024-08-19,True,EUR
ES3269659795390060771155,Checking,71177.95,2024-09-09,True,USD
ES0959562900802868557852,Checking,70226.3,2023-10-05,False,USD
ES1142034300938436444850,Savings,17047.22,2022-06-17,True,USD
ES5014019604500434059643,Savings,44322.52,2024-05-25,True,USD
ES2040862046622983345277,Checking,50023.27,2024-08-16,False,USD
ES2923382085490865068984,Corporate,87547.29,2020-12-14,False,EUR
ES4348843176969335655671,Savings,30378.35,2022-10-19,False,EUR
ES5564436359948601372421,Corporate,92275.05,2024-04-24,False,GTQ
ES3400550081218469840218,Checking,61894.95,2020-10-29,False,GTQ
ES2677557019814584941450,Corporate,17428.62,2021-07-21,False,GTQ
ES4995741259476841263331,Corporate,21241.72,2022-07-25,False,GTQ
ES5114079332969209184911,Corporate,25872.7,2022-01-31,False,USD
ES9841441293330888059844,Checking,92780.88,2025-02-23,True,USD
ES6232278487341606092940,Corporate,71793.06,2023-11-26,False,USD
ES0808790293931081408951,Checking,42213.99,2023-07-29,True,EUR
ES5556401320267836524805,Savings,99337.72,2022-01-17,True,EUR
ES8364595964735174171505,Corporate,19579.77,2020-05-14,True,GTQ
ES7965253554999025444149,Checking,33772.48,2021-10-29,True,GTQ
ES5727832729595802395015,Checking,59850.99,2020-07-20,True,EUR
ES9475665793527832048149,Corporate,56356.45,2020-08-01,True,EUR
ES5653730259962595682901,Corporate,2398.82,2023-05-17,True,EUR
ES0841072101468532237216,Checking,82254.69,2023-11-17,False,GTQ
ES7499866574411792971213,Corporate,31269.28,2021-06-03,False,EUR
ES9662582318391561421406,Corporate,54560.68,2025-01-11,True,USD
ES9776180618437555434731,Corporate,16089.76,2021-01-08,True,EUR
ES6995743652343904714756,Savings,27030.82,2022-05-05,True,USD
ES5987852034370778876144,Corporate,59144.39,2020-09-04,False,EUR
ES4603719334719166621380,Corporate,77425.89,2021-04-06,False,GTQ
ES5598509205408114640738,Corporate,67181.19,2024-11-10,False,USD
ES4265401800268089981220,Savings,1264.41,2024-05-07,True,USD
ES8253636325153192388652,Savings,93025.16,2020-04-05,True,USD
ES3363774302719263739268,Savings,48070.94,2021-02-27,True,EUR
ES8590721935806098193382,Savings,89699.38,2021-06-18,True,USD
ES8605453665920833159312,Corporate,80916.2,2024-09-25,False,GTQ
ES1173588100904144149178,Checking,33381.85,2022-12-05,True,USD
ES0815902048250047915783,Corporate,39931.42,2022-12-03,False,GTQ
ES0979083610228001321451,Checking,36144.17,2022-01-20,False,GTQ
ES1629263410000841886696,Savings,88445.28,2023-03-16,True,USD
ES7045757407278798084622,Corporate,83526.89,2023-08-22,True,EUR
ES3995806552057249624493,Corporate,44723.03,2021-02-24,False,GTQ
ES0280988875724827735948,Savings,56232.6,2022-01-31,False,GTQ
ES8018114554177853427860,Checking,18623.23,2024-06-14,False,EUR
ES8596751357470263593154,Corporate,35253.16,2020-06-10,False,USD
ES1625671982173384504721,Corporate,56419.61,2020-08-08,True,EUR
ES2712095558860728038549,Checking,18721.55,2022-02-15,True,USD
ES1305590697011405065925,Checking,36738.15,2024-09-28,True,USD
ES7825897034713726842362,Corporate,31728.68,2024-08-23,True,EUR
ES1292985827577998010407,Checking,50776.54,2024-04-05,True,GTQ
ES2391623085493011004729,Checking,4319.29,2021-10-14,False,GTQ
ES9380744944305369846925,Checking,40431.11,2022-08-06,False,EUR
ES8143105975696236439196,Corporate,6665.47,2020-03-30,True,GTQ
ES7771342797565887057653,Checking,99725.93,2023-04-01,False,EUR
ES1257700814371449476303,Savings,47871.39,2020-06-13,True,USD
ES9410150538506676074124,Checking,3854.86,2023-08-01,True,GTQ
ES1207655595066476530335,Corporate,18513.86,2023-12-30,True,USD
ES3543609758096018356219,Checking,83572.38,2020-09-03,True,USD
ES7403929817006442528406,Checking,64110.34,2023-04-11,True,EUR
ES7575935681644097088557,Savings,85931.14,2024-08-05,False,USD
ES0568755131874303596300,Corporate,61786.38,2020-12-21,True,EUR
ES6235237488637352599154,Corporate,84974.77,2022-08-18,False,GTQ
ES4861793984992011321212,Savings,90666.75,2022-08-30,False,GTQ
ES4027997225314361602367,Savings,94113.97,2022-07-03,False,EUR
ES9247656567952907951984,Corporate,67294.48,2022-06-01,True,USD
ES5908645044766020984255,Corporate,15603.88,2024-02-14,False,USD
ES1851936673136565534083,Savings,44896.49,2020-12-21,False,GTQ
ES2710724337419643059713,Savings,69182.95,2020-07-26,False,USD
ES3199441882974936138270,Corporate,74936.01,2024-07-10,True,EUR
ES7726777831654942123754,Checking,56495.38,2021-03-07,True,EUR
ES8057445779727273051145,Checking,57249.15,2025-01-05,True,GTQ
ES4840951730507141670481,Checking,9728.03,2024-01-29,True,USD
ES4551242582939820701448,Corporate,9555.35,2023-01-30,False,GTQ
ES2491174791671282640309,Corporate,96610.79,2021-05-29,True,USD
ES2056649827196905548161,Savings,64156.62,2023-08-09,False,USD
ES0903390454298556908757,Corporate,94380.5,2023-07-07,False,GTQ
ES7195371687435952783195,Corporate,94323.08,2020-09-11,True,GTQ
ES2907977957935828135573,Corporate,14140.75,2022-06-25,True,EUR
ES7175380016678205381305,Corporate,29420.58,2022-08-04,False,USD
ES9393052673632474562322,Corporate,32238.56,2021-11-01,True,USD
ES9215559290629335993556,Checking,88473.29,2023-03-30,True,EUR
ES8316536645345226374921,Checking,70058.26,2024-08-18,False,USD
ES2725578089498971423736,Checking,36160.16,2022-01-20,False,EUR
ES0983849507674799078913,Corporate,52781.23,2022-02-26,True,USD
ES1679206064890857177093,Corporate,39182.39,2024-11-12,True,GTQ
ES6337854064657423717933,Checking,35345.23,2023-06-07,False,USD
ES2863274714713886694668,Checking,70265.73,2024-08-21,False,USD
ES2608676394760451028947,Corporate,77567.49,2023-09-12,False,USD
ES4814962408296373643817,Checking,26823.75,2020-04-23,True,GTQ
ES4205711583941226437541,Corporate,63480.25,2021-06-03,False,USD
ES4591027583365085698762,Checking,59095.26,2024-09-26,False,GTQ
