accountNumber,branchCode,openHours,establishedYear
ES4199142304950422067487,BR-59619,"['00:56', '17:57']",1998
ES7950528296982669265754,BR-31360,"['17:35', '09:34']",2023
ES8419504458912328989141,BR-96818,"['20:51', '01:04']",1994
ES7855630926162511667037,BR-71032,"['14:29', '01:43']",2010
ES2757246552698605128252,BR-36082,"['08:28', '15:40']",2021
ES3063840111354395635438,BR-67645,"['08:54', '22:52']",2009
ES4784274337769268762561,BR-92688,"['13:05', '21:01']",2012
ES3340661764492470050697,BR-67645,"['12:37', '18:46']",2002
ES9077694587474139728906,BR-27654,"['18:20', '10:27']",2021
ES9460885298075418556577,BR-54802,"['09:36', '23:48']",2021
ES1665589926783493679520,BR-59619,"['05:02', '11:48']",1991
ES3425106076274791246613,BR-50348,"['20:38', '20:03']",1994
ES2764708467095519414146,BR-44487,"['18:20', '10:27']",2006
ES6427302031535675370062,BR-33534,"['11:31', '11:29']",2019
ES1740176563463239701086,BR-81309,"['19:46', '13:53']",1994
ES1975602619030658293411,BR-92688,"['15:15', '04:06']",2002
ES3909212306272101365805,BR-78944,"['12:17', '10:07']",2000
ES5561835311227724425662,BR-69633,"['14:39', '04:32']",1996
ES2812987510856474817153,BR-80428,"['15:59', '14:11']",2020
ES9145913507721908841056,BR-19471,"['13:05', '21:01']",2018
ES4296485409636190724658,BR-78944,"['08:33', '05:16']",1998
ES4181216403572649672618,BR-21828,"['18:55', '00:23']",2015
ES2423390424709972222334,BR-92688,"['22:02', '03:57']",2021
ES5864849522641304341391,BR-31360,"['02:12', '10:25']",2020
ES3938591314710418772010,BR-23621,"['05:22', '22:19']",1993
ES3889339327436555381925,BR-12610,"['12:17', '10:07']",1995
ES0660728322655807825482,BR-77943,"['02:23', '00:01']",2005
ES4446329018034774204532,BR-19471,"['02:23', '00:01']",2017
ES7949389205742000060662,BR-78944,"['09:46', '12:23']",1995
ES9754581018713706074828,BR-23028,"['11:14', '07:45']",2021
ES9723852518479880442417,BR-33534,"['13:05', '12:35']",2012
ES1558303600630915550267,BR-36082,"['22:00', '22:52']",2004
ES9839684907606304757897,BR-67645,"['01:17', '09:36']",2018
ES9829441051127097801805,BR-10307,"['11:31', '11:29']",2015
ES5018494269107408422194,BR-67704,"['15:31', '05:09']",2020
ES3014779069326140874805,BR-93804,"['13:05', '12:35']",2015
ES7245193261864564470320,BR-56029,"['06:31', '07:15']",1990
ES2446976755398555736386,BR-32909,"['16:29', '16:04']",2009
ES5952356326766057491499,BR-65148,"['00:11', '16:58']",2012
ES0562758913841282997146,BR-59619,"['15:15', '04:06']",1990
ES6799029635583137362265,BR-36784,"['10:16', '10:50']",2000
ES9481278569747398008009,BR-40385,"['20:38', '20:03']",1997
ES4240785362645386576609,BR-75513,"['07:04', '14:18']",2012
ES4940631707338526873327,BR-31589,"['00:56', '17:57']",1995
ES2227785921446359390831,BR-36082,"['11:14', '07:45']",2021
ES1012945429020731983709,BR-21828,"['11:09', '00:14']",1994
ES8517229686485864953462,BR-16746,"['08:33', '05:16']",2006
ES4209009530472506016636,BR-92688,"['09:36', '23:48']",2016
ES5360372101889110641700,BR-29515,"['05:09', '01:40']",1997
ES5651947188537092923630,BR-97370,"['04:14', '03:32']",2010
ES0895252517341711045661,BR-36082,"['23:07', '09:01']",2019
ES5083394869260595300827,BR-40385,"['05:09', '01:40']",1994
ES8136813806509360967469,BR-56029,"['22:54', '04:53']",2023
ES9218922604063860764369,BR-59619,"['01:17', '09:36']",2014
ES6999763226590064130998,BR-53407,"['00:11', '16:58']",2000
ES9724853461321601743412,BR-33335,"['17:35', '09:34']",2010
ES2530187739112871036828,BR-59470,"['19:16', '10:43']",2003
ES1734911537611316146985,BR-27654,"['04:24', '05:53']",1995
ES1462666088062551404713,BR-78944,"['14:29', '01:43']",2020
ES4922258846648044784903,BR-78944,"['01:57', '07:23']",2019
ES9758631826346111310916,BR-12728,"['11:09', '00:14']",1996
ES0948131909644404545915,BR-43674,"['01:57', '07:23']",2003
ES9016625950658720369099,BR-63758,"['20:47', '15:54']",1990
ES5889462497662920070534,BR-67645,"['05:13', '23:22']",1995
ES2665098160056829096363,BR-80428,"['05:09', '01:40']",1997
ES8036352201653556247038,BR-23621,"['20:51', '01:04']",2022
ES1373290914803014225408,BR-91544,"['18:55', '00:23']",1996
ES9003637290220644641790,BR-59470,"['02:12', '10:25']",2021
ES2503738528188098138333,BR-76567,"['08:33', '05:16']",1995
ES5846128063540202250637,BR-67704,"['18:55', '00:23']",2014
ES4655093978866627238123,BR-53407,"['11:12', '02:12']",2021
ES1558633887569761613629,BR-56029,"['01:17', '09:36']",2019
ES1630917122033161240079,BR-63831,"['11:12', '02:12']",2016
ES7904588332194967214545,BR-96818,"['19:46', '13:53']",1998
ES9820734053237161274409,BR-52206,"['16:29', '16:04']",1997
ES5319532150623619878641,BR-63831,"['00:04', '17:26']",2015
ES8788048831038262625986,BR-32978,"['09:36', '08:38']",2005
ES8970853920101695317158,BR-96818,"['08:49', '15:54']",2006
ES7140640294661559306578,BR-95096,"['23:07', '09:01']",1997
ES1962238783704114851688,BR-78944,"['07:30', '18:43']",2010
ES6400219614303716501659,BR-10307,"['20:53', '23:33']",2016
ES0330325082068152616818,BR-27758,"['05:08', '22:50']",2016
ES9217159237960432167022,BR-80428,"['09:56', '21:13']",2010
ES7812273604355583672892,BR-03135,"['20:47', '15:54']",2019
ES5785312005933379830495,BR-16884,"['11:14', '07:45']",2021
ES9431085221541213290133,BR-51686,"['21:22', '18:41']",1994
ES0555386974163876198726,BR-34639,"['05:13', '23:22']",2012
ES1368144741851068926780,BR-27654,"['04:48', '10:41']",2013
ES0980369420301142697181,BR-23621,"['13:13', '11:34']",2009
ES3175069096412347911524,BR-02252,"['20:40', '11:41']",2012
ES0660452484461801345740,BR-76567,"['07:59', '06:04']",2013
ES6359771214045296236606,BR-59619,"['07:57', '17:56']",2019
ES0790672432243163958492,BR-91544,"['10:16', '10:50']",2014
ES9171552488007495057746,BR-03970,"['18:55', '00:23']",1995
ES5984829865676929611119,BR-47149,"['22:00', '22:52']",1995
ES9735964970884123560543,BR-76567,"['15:59', '14:11']",1997
ES5673915774716500670391,BR-33610,"['20:40', '11:41']",1995
ES4479035046373138091322,BR-23826,"['20:53', '23:33']",2023
ES8280950076656255828650,BR-31360,"['05:02', '11:48']",2022
ES8351646130134320319254,BR-33047,"['02:26', '02:12']",1995
ES3676817671122949378299,BR-67704,"['10:38', '08:15']",1991
ES8807162078246432565862,BR-95096,"['12:43', '23:44']",1990
ES1352675669292624394020,BR-47149,"['02:42', '20:58']",1990
ES7014977834415057898987,BR-53407,"['12:43', '23:44']",1990
ES1980921071542365421838,BR-51162,"['18:29', '05:17']",2012
ES9141361576101494224596,BR-27654,"['17:35', '09:34']",2016
ES2323270009703019152799,BR-33047,"['15:31', '05:09']",2006
ES4645521787844304249636,BR-49773,"['08:28', '15:40']",2021
ES7419432208455838251684,BR-71032,"['22:02', '03:57']",1997
ES2809585156515640284045,BR-64012,"['22:00', '22:52']",2015
ES6282596111490483490002,BR-63831,"['22:00', '22:52']",1997
ES8141681582690077909894,BR-69633,"['19:23', '20:44']",2018
ES5278859527816122695962,BR-02252,"['19:23', '20:44']",1997
ES2228001204667826642442,BR-47149,"['13:05', '21:01']",1997
ES7094951154592833575796,BR-33047,"['07:04', '14:18']",1994
ES6281203367857077154930,BR-77943,"['02:23', '00:01']",2014
ES5211258329780816395339,BR-93804,"['23:05', '18:12']",1999
ES8089943174026556748808,BR-88974,"['12:03', '03:29']",2003
ES2007139490878857425124,BR-27654,"['11:12', '02:12']",2015
ES1209596357792636793710,BR-23826,"['22:00', '22:52']",1995
ES5878633169060066549768,BR-69633,"['20:53', '23:33']",1995
ES3724769966395488944717,BR-27758,"['10:59', '06:56']",1993
ES4779482228588400773617,BR-23826,"['23:45', '01:37']",2000
ES5997371163861681117349,BR-78944,"['08:49', '15:54']",1997
ES6787234422393823140945,BR-75513,"['18:56', '22:59']",2008
ES1862037053317606618541,BR-31360,"['16:10', '14:57']",2016
ES4693608332849750592166,BR-52206,"['07:39', '18:36']",1994
ES8695598392801555317904,BR-44487,"['23:45', '01:37']",2021
ES8377269036225078128063,BR-50883,"['00:11', '16:58']",1999
ES5904664701917476120697,BR-96818,"['22:02', '03:57']",2013
ES7599111205637764151355,BR-17919,"['04:24', '18:38']",1997
ES9646139023967360436568,BR-78944,"['13:05', '12:35']",1990
ES4756192790441789653841,BR-61372,"['16:09', '07:27']",2003
ES1860041498967007045416,BR-61372,"['05:13', '23:22']",1998
ES8988814701618892343485,BR-77236,"['22:00', '22:52']",1990
ES8993549584475112317576,BR-96818,"['00:32', '21:06']",2002
ES2720018912571636760114,BR-17919,"['19:46', '13:53']",1995
ES2512607603512999494080,BR-29515,"['02:23', '00:01']",2006
ES6625941375940781856637,BR-95096,"['21:22', '18:41']",2006
ES9642181771750261713526,BR-17362,"['17:35', '09:34']",1997
ES8097472101627504143878,BR-26756,"['06:25', '14:00']",2023
ES0682076248700062686096,BR-80428,"['19:31', '23:42']",2003
ES8881021624080117597866,BR-66075,"['09:29', '18:55']",1995
ES6329100621131702000786,BR-46395,"['19:23', '20:44']",1998
ES3539780326206878294923,BR-59619,"['16:29', '16:04']",2013
ES7642564628355949903519,BR-81309,"['16:29', '16:04']",2018
ES3331851559961018869785,BR-97370,"['01:20', '05:25']",1992
ES1245872198775742944287,BR-66075,"['11:12', '02:12']",2010
ES2537213723990860631542,BR-54802,"['09:29', '18:55']",1998
ES1462896888719562990940,BR-00594,"['15:08', '07:41']",1995
ES6344042742582876580386,BR-39871,"['03:54', '12:55']",2005
ES1868552435157326897192,BR-06363,"['00:11', '16:58']",1995
ES7429100235971314622604,BR-02752,"['09:36', '08:38']",1996
ES2560720874154218055419,BR-63831,"['22:02', '03:57']",1997
ES4294029290136624284489,BR-15319,"['02:42', '20:58']",2011
ES8868064860644912294775,BR-54802,"['21:22', '18:41']",2011
ES8249060894971709101625,BR-27758,"['15:15', '04:06']",1995
ES1536393545334097529725,BR-34639,"['11:09', '00:14']",1994
ES0528858859460970781872,BR-17362,"['01:57', '07:23']",1998
ES9284087768922279144918,BR-29515,"['06:31', '07:15']",2006
ES1797425448539637465962,BR-50883,"['20:02', '18:44']",2020
ES0676367088562294965919,BR-03135,"['07:57', '17:56']",2002
ES1347370062553947276027,BR-33610,"['19:16', '10:43']",2003
ES3215288565109695722457,BR-77943,"['18:29', '05:17']",1998
ES1631969071638732570970,BR-04892,"['19:31', '23:42']",2010
ES6292945657319564531311,BR-33534,"['10:38', '08:15']",1995
ES4150819450766804186098,BR-21828,"['10:59', '06:56']",2006
ES6574534742982639612068,BR-86309,"['03:54', '12:55']",2010
ES1786940111353806700997,BR-31360,"['03:54', '12:55']",1996
ES9003084824802721751774,BR-04892,"['06:28', '09:05']",1995
ES7296409053749353410690,BR-97370,"['20:53', '23:33']",1995
ES0635190285060398786973,BR-86309,"['23:55', '11:30']",2002
ES8519582572546025862313,BR-53407,"['09:56', '21:13']",2005
ES6127392591372125998173,BR-70799,"['06:31', '07:15']",2003
ES6945146569512823639477,BR-91544,"['09:36', '08:38']",1995
ES4318154408987647612256,BR-69634,"['05:02', '11:48']",2021
ES2536002375372445985720,BR-23028,"['09:46', '12:23']",1991
ES8601919860806793088508,BR-78944,"['04:14', '03:32']",2013
ES5677596998083938410995,BR-70799,"['15:08', '07:41']",1991
ES8071236393793010967519,BR-02752,"['06:28', '09:05']",2012
ES4135833216616126800611,BR-34639,"['00:04', '17:26']",2016
ES8105934812082948631094,BR-87784,"['18:55', '00:23']",2006
ES8091455847973650620530,BR-02860,"['04:39', '18:39']",2020
ES4588733653054991607579,BR-31360,"['07:39', '18:36']",2008
ES0678048069344676955640,BR-76567,"['17:35', '09:34']",2023
ES9010327256851104163294,BR-44827,"['20:51', '01:04']",1997
ES4788603228299582800219,BR-17362,"['23:58', '07:29']",2018
ES1995935487506337225289,BR-04892,"['23:55', '11:30']",1996
ES1878184737700995406113,BR-52206,"['08:28', '15:40']",2019
ES7877704726562020501074,BR-36784,"['12:03', '03:29']",2005
ES9883472324867801327767,BR-65148,"['08:28', '15:40']",2002
ES5612614236988462821921,BR-59470,"['05:02', '11:48']",2002
ES6972935249110872930420,BR-47302,"['20:53', '23:33']",2019
ES5519871936097562907202,BR-33534,"['01:20', '05:25']",2000
ES1276176369009598865026,BR-26756,"['11:12', '02:12']",2020
ES9004183146685849925406,BR-63831,"['09:55', '18:51']",1996
ES2863385797064124702749,BR-77236,"['14:39', '04:32']",2015
ES1390982630740411341356,BR-37852,"['09:36', '08:38']",2010
ES6326315505829657290784,BR-17362,"['09:55', '18:51']",2010
ES4222764779628062087191,BR-40385,"['21:22', '18:41']",2009
ES6263284705898525211640,BR-44827,"['01:20', '05:25']",1990
ES9848186807513688396090,BR-15319,"['12:03', '03:29']",2003
ES5679138225593185033949,BR-33047,"['08:49', '15:54']",2019
ES4446804869097140858154,BR-91544,"['05:09', '01:40']",2006
ES3721074837772563943131,BR-64012,"['11:31', '11:29']",1998
ES2068967898839454346306,BR-09866,"['18:29', '05:17']",1998
ES9249056240926109063785,BR-93804,"['19:16', '10:43']",2009
ES5927426611667347107334,BR-02860,"['16:09', '07:27']",2021
ES8905552799407923056124,BR-80428,"['07:30', '18:43']",2004
ES2451021739625676745936,BR-15319,"['18:03', '15:45']",2011
ES7919329890040210331765,BR-92688,"['18:29', '05:17']",2005
ES3235010978244854544283,BR-77943,"['22:02', '03:57']",1999
ES3688155377194931222170,BR-52206,"['14:39', '04:32']",2010
ES8746240738537777191343,BR-87724,"['18:03', '15:45']",2000
ES8368472737642461115062,BR-70960,"['12:03', '03:29']",2000
ES3127331040469252122121,BR-12610,"['00:17', '01:26']",1998
ES2570165190742589862314,BR-15319,"['13:05', '12:35']",2010
ES8795734425904979212813,BR-63831,"['10:39', '01:59']",1997
ES8889661194447115776377,BR-91544,"['06:28', '09:05']",2005
ES2696489416476898728879,BR-16746,"['11:31', '11:29']",2009
ES1038803515085356193284,BR-53407,"['06:28', '09:05']",1994
ES8337225755859790148732,BR-32909,"['08:28', '15:40']",2003
ES3801367280647574946439,BR-29515,"['00:04', '17:26']",2005
ES7394621222410622912387,BR-26756,"['02:23', '00:01']",2020
ES2031539104657865983904,BR-95600,"['09:55', '18:51']",2016
ES9025668951585071000743,BR-02860,"['03:54', '12:55']",1998
ES5737993326985534708399,BR-23826,"['01:20', '05:25']",2020
ES7338755533073916626547,BR-12610,"['20:47', '15:54']",2008
ES2738375780074574012280,BR-67704,"['03:35', '07:14']",2012
ES0553475490221191374429,BR-33335,"['07:19', '17:26']",2011
ES0873410586797756007245,BR-78944,"['07:08', '14:40']",2010
ES8526841943178154890178,BR-02752,"['16:29', '16:04']",2000
ES1937506557159301830550,BR-04892,"['13:05', '21:01']",2010
ES6895548588851595790958,BR-78944,"['04:14', '03:32']",2003
ES8208339435322743646164,BR-16884,"['18:03', '15:45']",2010
ES6370765824389310700439,BR-16884,"['04:14', '03:32']",2015
ES5673681569110747113600,BR-49773,"['22:54', '04:53']",2020
ES0569262114222476156302,BR-06363,"['23:07', '09:01']",2006
ES6681709428500199392410,BR-70799,"['23:55', '11:30']",1990
ES1433379299732775142793,BR-04892,"['05:09', '01:40']",2021
ES2000024946577503207530,BR-78944,"['12:43', '23:44']",2013
ES2559259549518866002103,BR-44487,"['18:03', '15:45']",2023
ES9473421096228270720024,BR-93804,"['23:07', '09:01']",2023
ES0570757628836181125591,BR-06363,"['12:37', '18:46']",2014
ES5325186256647721235101,BR-39871,"['22:02', '03:57']",1996
ES2794593984963978886858,BR-95096,"['05:02', '11:48']",1990
ES0943734770265543847454,BR-66075,"['03:35', '07:14']",1997
ES3068254761069999723998,BR-78944,"['04:24', '05:53']",2010
ES4864798809240146353915,BR-34639,"['06:25', '14:00']",2015
ES3457007863123541818177,BR-02860,"['23:05', '18:12']",2020
ES9351188224863866637575,BR-76567,"['15:59', '14:11']",2000
ES5646669874649655322228,BR-21828,"['09:36', '15:32']",2020
ES5589438455658886925124,BR-59470,"['05:09', '01:40']",2003
ES7972574914397916597030,BR-31360,"['10:16', '10:50']",1991
ES0885804866535989692439,BR-67645,"['19:46', '13:53']",2015
ES5468203993779902023925,BR-64012,"['16:29', '16:04']",1996
ES4593485216310701683502,BR-69633,"['00:32', '21:06']",1995
ES7669951287599145258249,BR-02752,"['15:31', '05:09']",2010
ES2004369986743340099069,BR-67704,"['15:31', '05:09']",1997
ES1088708790572104865483,BR-50883,"['07:30', '18:43']",2009
ES2188254958318654776235,BR-76567,"['11:09', '00:14']",1995
ES2274418616415177983877,BR-27654,"['15:59', '14:11']",2021
ES8190064993283648131289,BR-69748,"['22:30', '19:50']",1990
ES4671557600856982420056,BR-02252,"['04:24', '05:53']",2009
ES6348584394710174090420,BR-00594,"['10:16', '10:50']",1999
ES9494240857746892678579,BR-33534,"['19:46', '13:53']",2020
ES8063234725584646404469,BR-65148,"['04:14', '03:32']",2020
ES6946346641783305147724,BR-32909,"['14:39', '04:32']",2010
ES9751650093129995962023,BR-87784,"['11:14', '07:45']",1991
ES3242954593293445046650,BR-71032,"['09:55', '18:51']",2006
ES5624622541233690755790,BR-06330,"['12:17', '10:07']",1997
ES4557042657552820530657,BR-46995,"['06:28', '09:05']",2000
ES8664164497813851929204,BR-36784,"['02:23', '00:01']",2000
ES8694399505959591858057,BR-63831,"['06:31', '07:15']",2020
ES2301684703467592481010,BR-36082,"['15:22', '21:05']",2006
ES3707942721167129211540,BR-67645,"['02:23', '00:01']",1996
ES3916054162740245141927,BR-59470,"['15:15', '04:06']",2006
ES3269659795390060771155,BR-33335,"['19:23', '20:44']",2023
ES0959562900802868557852,BR-65148,"['23:55', '11:30']",2010
ES1142034300938436444850,BR-43674,"['07:54', '10:06']",2021
ES5014019604500434059643,BR-16746,"['09:55', '18:51']",1997
ES2040862046622983345277,BR-23826,"['23:05', '18:12']",2015
ES2923382085490865068984,BR-59470,"['20:40', '11:41']",1994
ES4348843176969335655671,BR-93804,"['14:39', '04:32']",2006
ES5564436359948601372421,BR-11314,"['16:29', '16:04']",2008
ES3400550081218469840218,BR-03970,"['01:20', '05:25']",1991
ES2677557019814584941450,BR-09866,"['00:32', '21:06']",1995
ES4995741259476841263331,BR-65148,"['05:08', '22:50']",2016
ES5114079332969209184911,BR-33534,"['09:36', '23:48']",2006
ES9841441293330888059844,BR-04892,"['00:32', '21:06']",2012
ES6232278487341606092940,BR-50348,"['02:12', '10:25']",2004
ES0808790293931081408951,BR-87891,"['22:00', '22:52']",2023
ES5556401320267836524805,BR-02860,"['20:40', '11:41']",2021
ES8364595964735174171505,BR-02860,"['07:39', '18:36']",2021
ES7965253554999025444149,BR-02252,"['07:39', '18:36']",2010
ES5727832729595802395015,BR-33534,"['12:43', '23:44']",1991
ES9475665793527832048149,BR-46995,"['09:29', '18:55']",1998
ES5653730259962595682901,BR-63831,"['22:30', '19:50']",1995
ES0841072101468532237216,BR-12728,"['00:56', '17:57']",2016
ES7499866574411792971213,BR-43674,"['19:23', '20:44']",2012
ES9662582318391561421406,BR-65148,"['03:54', '12:55']",2015
ES9776180618437555434731,BR-31589,"['05:02', '11:48']",2019
ES6995743652343904714756,BR-50883,"['18:20', '10:27']",2020
ES5987852034370778876144,BR-32978,"['23:05', '18:12']",2023
ES4603719334719166621380,BR-66075,"['04:14', '03:32']",2006
ES5598509205408114640738,BR-44487,"['05:22', '22:19']",2017
ES4265401800268089981220,BR-09518,"['07:54', '10:06']",1990
ES8253636325153192388652,BR-04892,"['13:05', '21:01']",2023
ES3363774302719263739268,BR-44827,"['07:08', '14:40']",2018
ES8590721935806098193382,BR-26756,"['06:31', '07:15']",2018
ES8605453665920833159312,BR-10307,"['00:04', '17:26']",2015
ES1173588100904144149178,BR-02752,"['12:17', '10:07']",1996
ES0815902048250047915783,BR-46395,"['00:04', '17:26']",2020
ES0979083610228001321451,BR-23028,"['16:10', '14:57']",1997
ES1629263410000841886696,BR-88974,"['20:02', '18:44']",2012
ES7045757407278798084622,BR-09518,"['08:33', '05:16']",2016
ES3995806552057249624493,BR-49773,"['07:57', '17:56']",2015
ES0280988875724827735948,BR-56029,"['08:54', '22:52']",2013
ES8018114554177853427860,BR-69748,"['11:09', '00:14']",1996
ES8596751357470263593154,BR-62011,"['04:24', '18:38']",1998
ES1625671982173384504721,BR-23826,"['22:00', '22:52']",1994
ES2712095558860728038549,BR-64012,"['05:09', '01:40']",2010
ES1305590697011405065925,BR-81309,"['09:29', '18:55']",2013
ES7825897034713726842362,BR-80428,"['10:38', '08:15']",2002
ES1292985827577998010407,BR-23826,"['23:45', '01:37']",2019
ES2391623085493011004729,BR-09866,"['11:09', '00:14']",2016
ES9380744944305369846925,BR-15319,"['08:49', '15:54']",1990
ES8143105975696236439196,BR-56029,"['23:55', '11:30']",2000
ES7771342797565887057653,BR-63758,"['00:17', '01:26']",1995
ES1257700814371449476303,BR-44487,"['11:31', '11:29']",2013
ES9410150538506676074124,BR-53407,"['23:45', '01:37']",1996
ES1207655595066476530335,BR-80428,"['19:31', '23:42']",2023
ES3543609758096018356219,BR-33335,"['07:54', '10:06']",2000
ES7403929817006442528406,BR-27758,"['23:05', '18:12']",2015
ES7575935681644097088557,BR-00594,"['12:03', '03:29']",1999
ES0568755131874303596300,BR-62011,"['11:14', '07:45']",1995
ES6235237488637352599154,BR-21828,"['05:09', '01:40']",2014
ES4861793984992011321212,BR-02860,"['00:32', '21:06']",2003
ES4027997225314361602367,BR-56029,"['16:09', '07:27']",1990
ES9247656567952907951984,BR-80428,"['20:40', '11:41']",2000
ES5908645044766020984255,BR-88974,"['10:59', '06:56']",1995
ES1851936673136565534083,BR-16746,"['05:08', '22:50']",1996
ES2710724337419643059713,BR-16884,"['12:43', '23:44']",1995
ES3199441882974936138270,BR-29515,"['05:09', '01:40']",2012
ES7726777831654942123754,BR-78944,"['17:35', '09:34']",1994
ES8057445779727273051145,BR-50883,"['20:38', '20:03']",2010
ES4840951730507141670481,BR-77943,"['09:55', '18:51']",2016
ES4551242582939820701448,BR-09866,"['07:54', '10:06']",1997
ES2491174791671282640309,BR-06363,"['23:55', '11:30']",1997
ES2056649827196905548161,BR-12610,"['10:16', '10:50']",2020
ES0903390454298556908757,BR-02860,"['12:54', '23:37']",1994
ES7195371687435952783195,BR-47302,"['10:39', '01:59']",2020
ES2907977957935828135573,BR-39871,"['23:45', '01:37']",2013
ES7175380016678205381305,BR-32978,"['22:00', '22:52']",2009
ES9393052673632474562322,BR-52206,"['09:36', '15:32']",2010
ES9215559290629335993556,BR-03135,"['01:17', '09:36']",2002
ES8316536645345226374921,BR-69633,"['18:03', '15:45']",2008
ES2725578089498971423736,BR-09518,"['03:54', '12:55']",2023
ES0983849507674799078913,BR-50883,"['06:31', '07:15']",2015
ES1679206064890857177093,BR-50883,"['23:55', '11:30']",2009
ES6337854064657423717933,BR-93804,"['18:55', '00:23']",1997
ES2863274714713886694668,BR-40385,"['07:19', '17:26']",1990
ES2608676394760451028947,BR-46395,"['00:32', '21:06']",2000
ES4814962408296373643817,BR-02860,"['16:29', '16:04']",2020
ES4205711583941226437541,BR-09866,"['02:42', '20:58']",2006
ES4591027583365085698762,BR-39871,"['16:10', '14:57']",1997
ES3572649238077861503648,BR-44827,"['09:56', '21:13']",2003
ES0243571658902980722977,BR-35232,"['06:28', '09:05']",1991
ES6491384852184287806569,BR-04892,"['07:19', '17:26']",2020
ES1059433136275743162867,BR-69748,"['10:16', '10:50']",1991
ES6133346454409068220073,BR-46995,"['17:33', '19:51']",2020
ES7454576802544158763551,BR-87891,"['07:59', '06:04']",1997
ES7047203400689314807024,BR-26756,"['21:22', '18:41']",2006
ES9287008157460150764815,BR-35232,"['02:42', '20:58']",2009
ES5573027123905912915004,BR-33610,"['08:28', '15:40']",1994
ES7172079620243580654471,BR-23826,"['03:35', '07:14']",1995
ES8088899575736585192774,BR-33610,"['23:58', '07:29']",2010
ES2192289745549855201119,BR-11314,"['10:39', '01:59']",2010
ES9040515401313257353657,BR-09518,"['04:24', '18:38']",1994
ES6087505427573016349741,BR-56029,"['07:57', '17:56']",2012
ES2201205894275027916105,BR-16884,"['23:07', '09:01']",2010
ES0420438728941200245232,BR-33047,"['20:51', '01:04']",1995
ES2667954307485109986660,BR-16802,"['10:39', '01:59']",2008
ES1366961813063243717279,BR-06363,"['23:05', '18:12']",2020
ES1778563574736717000861,BR-33047,"['00:17', '01:26']",2012
ES8524283126034564167158,BR-67704,"['23:05', '18:12']",1995
ES7060271317154261434310,BR-03970,"['15:31', '05:09']",1995
ES5655085914918711723534,BR-87891,"['21:22', '18:41']",2003
ES5463943001713121179722,BR-31589,"['22:00', '22:52']",1997
ES8729291962045984607697,BR-29515,"['15:08', '07:41']",1997
ES0893811340570314865988,BR-65148,"['05:22', '22:19']",2010
ES3787195094775952400898,BR-65148,"['06:28', '09:05']",2016
ES3456328733781876261894,BR-69748,"['20:38', '20:03']",1992
ES4965850870790651198131,BR-27654,"['07:19', '17:26']",1990
ES7871863627311760991484,BR-39871,"['10:38', '08:15']",1998
ES9384121935146949451386,BR-37852,"['05:22', '22:19']",2002
ES2644454615773505489935,BR-04892,"['00:32', '21:06']",2009
ES0355474245885320019180,BR-06363,"['09:56', '21:13']",2023
ES1460654087629773538998,BR-54802,"['04:46', '00:14']",2009
ES6151635347496414413080,BR-09866,"['23:55', '11:30']",2015
ES1648290793585964248856,BR-95600,"['15:15', '04:06']",1991
ES2409709056262785875753,BR-27654,"['00:32', '21:06']",2012
ES8922832972979375752232,BR-81309,"['18:56', '22:59']",1996
ES9753321715480805044309,BR-59619,"['04:24', '18:38']",2018
ES5583005330870672747039,BR-32978,"['10:39', '01:59']",1997
ES6568375403510749222306,BR-31589,"['17:33', '19:51']",2006
ES3722636159149236361542,BR-11314,"['20:40', '11:41']",2003
ES4527151455165559663487,BR-35232,"['10:39', '01:59']",1995
ES5290107939421875510822,BR-76567,"['09:36', '15:32']",2010
ES0828221564692747403162,BR-36784,"['20:40', '11:41']",2002
ES4467420655315157013967,BR-87784,"['04:24', '18:38']",1990
ES4826322338986112018824,BR-86309,"['09:36', '15:32']",2015
ES9229624935725240252798,BR-81309,"['14:29', '01:43']",2018
ES6217078277398947657567,BR-47302,"['10:16', '10:50']",1994
ES2622664154376017369207,BR-23621,"['23:55', '11:30']",1995
ES8297352509009955108092,BR-87340,"['05:08', '22:50']",2005
ES6377008734808747496220,BR-87784,"['10:16', '10:50']",1995
ES4961930153220892753636,BR-69633,"['00:17', '01:26']",2019
ES4721449003568954099982,BR-59470,"['07:57', '17:56']",2000
ES7844973767273775565142,BR-87340,"['12:54', '23:37']",2009
ES7551956158704125841087,BR-32978,"['05:08', '22:50']",2006
ES1009936234664477496809,BR-26756,"['22:02', '03:57']",1996
ES5725826054934688931276,BR-44827,"['09:56', '21:13']",2019
ES6626179580164207865822,BR-35054,"['12:43', '23:44']",2009
ES5014160495128735112351,BR-06330,"['11:31', '11:29']",2020
ES8596333528464733621580,BR-66075,"['12:17', '10:07']",1998
ES1130142245144112936907,BR-23621,"['20:38', '20:03']",2018
ES4870664695106588793457,BR-81309,"['02:23', '00:01']",2023
ES9129333308406870864755,BR-10307,"['03:54', '12:55']",2000
ES2230482171467575884263,BR-37852,"['09:36', '15:32']",2005
ES5486054846360809741447,BR-50348,"['10:39', '01:59']",2021
ES0515259602341080344182,BR-50348,"['05:08', '22:50']",1997
ES7019296221924921403939,BR-27654,"['16:09', '07:27']",2012
ES7132468541023413690609,BR-37852,"['11:12', '02:12']",2020
ES8192924688729351826658,BR-33610,"['18:56', '22:59']",2014
ES4831454883180766852124,BR-46995,"['07:30', '18:43']",2014
