accountNumber,deviceId,lastUsed,frequency,isVerified
ES8253636325153192388652,4c8af8bc-edd3-45af-88ce-146b8210309d,2025-01-21 20:04:27.514476,42,False
ES6453319451349594626385,613c4ca1-98f0-43dc-b6c7-9e83713e355d,2025-02-18 19:25:10.776821,92,False
ES1980921071542365421838,9f6f46af-9896-426a-95b5-d705965a8fe2,2025-01-24 13:58:09.367106,45,True
ES8472416446314642838654,09117e71-b706-459b-aa1d-199b13165e81,2025-02-25 01:05:32.995187,64,True
ES6161987475159863886992,9caa6c98-9bc5-4aca-93d9-a3639e7bc6b2,2025-01-15 02:28:24.975100,19,False
ES4309513593239395221412,340d8916-a864-435f-82b2-aee2990e3fcb,2025-01-13 06:31:09.873072,78,False
ES4258986851716024061156,52b49a7f-4f9e-43cd-af53-19a1e76e2f9f,2025-02-09 01:33:18.672164,12,False
ES3142996280609202975611,d369dd75-02ae-486b-8484-a9bb1a2a63aa,2025-01-26 18:50:24.584936,54,False
ES1855409799325418318504,0d22853a-bbff-493f-a9ee-59e1e5aa2b71,2025-02-07 04:50:07.492718,75,False
ES8738934945778663888864,a18869d0-ce3c-4d9e-b576-c79417eb7915,2025-01-11 20:23:55.559187,90,False
ES8928080545031617572626,77252846-4655-4a11-a815-f7a0997c46d6,2025-01-11 05:07:30.708171,4,True
ES8664164497813851929204,a99b1952-8e60-4050-b277-b2064a428996,2025-02-19 15:38:06.048464,33,False
ES8073944717206969701886,63739e81-4cd2-4cec-8e20-d17634c96171,2025-02-20 07:07:55.802765,60,True
ES1202945315319657248775,6fe0a026-9287-4400-9120-9b6e2cf288eb,2025-02-25 07:52:35.812472,18,False
ES2291504420368393053054,8f71766a-95f4-4b99-94fa-e2ed4527b0f4,2025-01-16 09:48:42.148212,90,False
ES4856125206350359121167,101221c4-f6b3-4a6f-a941-fbf3ae13418f,2025-01-04 06:14:37.268040,71,True
ES6302928618404522312312,4b8bd3ac-118c-4d4d-a201-8a333f498edb,2025-02-01 18:29:00.116929,5,False
ES9431085221541213290133,e9d3f77d-a89f-4cf3-95ef-cad561584b92,2025-01-29 15:28:25.095104,31,False
ES3201988811555265052736,67a56c70-4b95-4e59-be73-1541065ca8ca,2025-02-15 09:16:53.110092,48,False
ES5866618012888423216990,29e858b4-35f7-48f7-8dc9-a7d783306215,2025-01-23 02:52:59.319602,86,False
ES4513979835584243090405,b4c82953-4072-4ff2-8465-c3f8f457088f,2025-01-27 19:23:29.180387,96,True
ES6300681750427928694037,6b39f533-f817-43bf-b5ab-2565ef3b16b9,2025-01-02 19:04:42.599854,72,True
ES8455054379878588436920,8162bbdb-8db5-4364-8b2c-a4be72937fa0,2025-01-08 21:11:26.306738,64,False
ES2940670882802388131392,62d35416-84a3-40c2-8b7e-6e4b00d37ddf,2025-02-21 22:40:49.967514,37,True
ES6528808400094258319583,05a651c6-7c3f-4b05-a71b-c30d669b1d4c,2025-02-05 22:58:25.252446,55,False
ES4585461925011323662068,a519a6e5-7645-4fbd-b021-bd23b17406d5,2025-02-09 10:12:05.145335,9,True
ES3092507254570517498425,ed394586-9c56-4469-8d9d-886d90c7e224,2025-02-04 22:27:15.727063,88,True
ES9368541042435344190577,a1a4ac41-9019-4e6e-9d0b-673848421987,2025-02-20 22:10:55.263268,96,True
ES7045757407278798084622,3c93d098-b6d3-492d-813d-eb775113fed5,2025-02-14 19:07:05.472161,12,True
ES1536393545334097529725,0732ab76-02b5-4645-820d-5ef697fa07c4,2025-01-08 12:30:35.048805,74,False
ES1986340246302334593681,381d7da2-6cce-4ae7-b857-d27944a8afd9,2025-02-12 12:37:37.651148,55,False
ES3916054162740245141927,72e2d9e6-fedf-4422-bb18-9dc99e1b4e80,2025-01-05 03:13:32.815632,39,False
ES4103908981721905919203,5f854805-9d80-423a-9b04-a065f5478f62,2025-01-12 21:26:22.498657,10,True
ES4819167415523867644840,6dda798a-294a-4e7f-a0b8-61c63e94acc9,2025-01-24 12:10:20.645434,72,False
ES6394098849354469068730,634718fd-ddf6-4f33-b184-90535b71089f,2025-01-23 23:52:56.003059,30,False
ES9162441075961630186336,9575fe4a-0632-4dbe-aa84-3f687591d600,2025-02-06 11:49:24.388758,92,True
ES6212036486620049746369,c6c4cb62-b8c5-468d-9d6d-b014b0bac61b,2025-02-04 22:01:16.586571,10,True
ES8007600687753738075768,bbc73b85-9d1b-4823-be43-acc147906080,2025-01-23 04:55:34.464431,37,True
ES5325186256647721235101,65e6dba3-4266-4498-ab39-220641de8fab,2025-01-02 09:34:20.000013,85,False
ES9315139296176248744515,079314df-e500-47ed-a2e6-2b70fcc5214e,2025-02-11 06:44:20.965431,68,True
ES5325406448522928310486,4cb81031-5b78-4dc6-b41e-7f736815806a,2025-01-21 10:12:11.991753,9,False
ES6337854064657423717933,4bfe51af-e27e-4de3-b457-e8e4abb5b5ff,2025-01-12 15:29:44.597010,21,True
ES7113474038579839449997,34203853-d435-484e-b345-573b9b658b4f,2025-01-17 02:59:58.567798,84,True
ES8605453665920833159312,23ad39cf-9ad7-4aec-bd70-66537a35c4aa,2025-01-05 06:43:59.537019,28,False
ES7714248249229343840887,e8b840e4-5459-45d4-ab92-84c9f7dc90f0,2025-01-31 18:51:41.177917,6,False
ES7662336988079123915112,76a02b4c-325a-4c80-b0c6-ecf06cea6a0a,2025-01-26 11:12:03.826773,31,True
ES4205711583941226437541,10e694e2-937f-4bfb-9f72-d087d42a3d14,2025-01-05 13:39:20.946332,65,False
ES8300665798817943000205,41ff005a-086c-44d0-becf-e7f2cb2bc6cf,2025-02-20 12:15:49.348172,89,False
ES0246827763939263993313,58a6a95f-bb92-4c93-98e1-88a16fdd9c67,2025-01-13 09:13:26.067137,30,False
ES3688155377194931222170,ed394586-9c56-4469-8d9d-886d90c7e224,2025-02-25 07:56:25.351796,60,False
ES2445146132787767056391,206abb9f-53d6-41bd-afb1-eeb08f85a7e1,2025-01-19 18:33:43.746876,95,False
ES9460885298075418556577,ea8c913d-6120-44c9-b10b-2f82f3d8d660,2025-02-16 09:08:41.279773,3,False
ES3590217273298051361626,7e88ff75-c603-419e-ba49-bf0c873733cb,2025-02-14 12:41:07.785881,5,False
ES0523967906111322118731,e9d3f77d-a89f-4cf3-95ef-cad561584b92,2025-02-16 11:06:53.253992,99,False
ES1692952360941985905360,1f76552f-c0b8-4d97-8a3a-e53515e0fde5,2025-02-15 09:42:47.981302,96,True
ES7087829818272144442489,4e4e1da9-47b7-47bd-bd69-6140f49b4978,2025-01-05 04:51:04.204897,50,False
ES4430528344354190089656,2353e9dd-7bb4-425d-beaa-9c70f2bd0a72,2025-01-16 19:36:33.703689,89,True
ES7087829818272144442489,68ae0036-de76-4402-b489-8765ac8cd63a,2025-01-20 13:21:58.175386,3,False
ES5612614236988462821921,724a68f3-0804-4f48-bb0a-2a7470fedc0f,2025-01-22 06:21:20.909837,47,True
ES4294029290136624284489,aa2e2ff1-2903-4751-90b4-fe28128aeced,2025-01-25 07:01:25.104110,18,False
ES7105792376861441410181,1f398932-865c-4ea1-a69b-b2cf1a227bb1,2025-02-12 02:56:33.960160,80,False
ES2056649827196905548161,1b6d31bf-00a3-4734-b153-0d375bdcc146,2025-02-20 06:12:32.708336,22,False
ES4844789625921495700159,05a651c6-7c3f-4b05-a71b-c30d669b1d4c,2025-02-26 10:25:54.453994,10,False
ES7406106506675333407079,09e5e3b5-7b9c-46e6-a292-f897a354c18d,2025-02-14 21:18:04.982332,31,False
ES6263284705898525211640,ccf09822-d84c-4b6f-b802-c5204b7983e3,2025-01-08 09:28:07.852031,19,False
ES6168912865565439001969,419b6ee7-e9a5-4c21-b18a-3e18a1d2e517,2025-01-16 00:17:31.916110,68,False
ES9365125980888021344357,f38d6da5-d7e1-48fe-a33a-df5f88d8a5b9,2025-01-19 14:15:36.306657,31,True
ES2863385797064124702749,6cb51c90-f550-4da4-b353-eb1c42d82bd0,2025-02-08 16:42:14.718239,84,True
ES7319893049042511598465,95d2b2fd-60b7-458b-9b6e-bcf1f6ac0e6f,2025-02-12 17:32:13.734938,55,True
ES7726777831654942123754,afac4c7a-64b4-4a16-a9d2-98964a9d5933,2025-02-17 08:26:48.628947,81,True
ES4959246107067748326989,5c616fff-8c65-4437-bf35-88fb38f3e73a,2025-02-14 21:16:46.041695,16,True
ES2073112766815331193992,b579713a-c56c-4e86-803c-2971c211b289,2025-01-24 16:56:53.293603,27,False
ES9815610360686091193120,a6ad97e2-8a95-4665-80f9-0bf92b62c755,2025-01-29 19:41:34.340888,89,True
ES2625766207046894896321,f1d07496-227e-4622-9de5-4da4022c126a,2025-01-19 23:05:41.581553,96,True
ES3896178778428093438980,fa17bd00-5535-4370-ab67-cceea5fa68f2,2025-02-18 02:35:18.517601,95,False
ES8071236393793010967519,692d38ca-63e6-449e-9763-6926663781e3,2025-01-05 08:45:59.363353,23,True
ES0475739697493382440323,fa516bc8-72ca-43f6-b0b2-c8efd65d5920,2025-01-08 01:27:28.399862,16,True
ES8772105547988481155699,173aed75-732c-467d-891d-04760f1aa207,2025-01-07 18:35:56.570080,75,True
ES3671806404647230305979,d79e4ddd-d674-44fa-9dd9-5c50b95932fc,2025-01-24 17:07:27.751437,71,True
ES5651947188537092923630,6c3b2a95-b7ed-41f6-a5a6-d06554ebc8a5,2025-01-27 09:47:48.003185,7,False
ES0527334630066643536285,5284e405-887e-433e-bc73-086979ad1341,2025-01-28 04:57:04.158553,28,True
ES7714248249229343840887,5f504a91-800c-426b-b0a3-0bc5dac3df9c,2025-01-21 10:57:51.360073,77,True
ES4335102636238060390022,173aed75-732c-467d-891d-04760f1aa207,2025-02-07 08:21:30.197214,84,True
ES2819986285352080976655,c6c4cb62-b8c5-468d-9d6d-b014b0bac61b,2025-01-14 20:59:40.582892,78,False
ES7172079620243580654471,9be7ada0-d2e1-44b3-934f-622f8e255d32,2025-02-13 15:48:08.109955,3,True
ES8947926528728348532994,feeebcfc-13b9-4b39-acd9-adcbc3e60117,2025-01-29 00:19:39.299620,98,True
ES2554405835570318979256,11423150-e22a-44c4-8e73-cb9e7aa017d8,2025-01-05 04:56:58.081237,53,True
ES6884724267937678919644,7d0d6e16-b4e5-4bd3-bcdf-0174038dd11f,2025-02-06 12:11:33.392225,35,True
ES2190783047934201879687,bcf67f4f-e209-4037-aa62-84d7fe4a7617,2025-01-15 06:25:16.047989,41,False
ES5667304429230682099302,2ab42f02-bcad-4691-88c1-2fdfdba0029a,2025-02-03 07:41:03.287667,32,False
ES0927133363157148584496,a6ad97e2-8a95-4665-80f9-0bf92b62c755,2025-01-16 07:15:57.673217,72,True
ES6272482969978355367042,2ab42f02-bcad-4691-88c1-2fdfdba0029a,2025-02-26 07:37:48.892589,68,False
ES0892125347735569441976,5a0339aa-85ad-42ac-a8ec-92971c098499,2025-01-31 02:55:26.164240,76,False
ES4330448682073018830585,b17f864e-3270-4227-b380-4304508e2324,2025-01-25 06:47:28.261363,59,False
ES2996422971220964095353,4e4e1da9-47b7-47bd-bd69-6140f49b4978,2025-02-12 11:04:13.924613,73,True
ES0836776830092385679432,1ca8d806-a73b-4c62-b760-06c0d9427972,2025-02-23 22:07:48.620287,37,False
ES3731183511877807234408,1f76552f-c0b8-4d97-8a3a-e53515e0fde5,2025-01-08 22:04:08.844909,21,True
ES3014779069326140874805,012fe369-b247-422d-83d9-dac8397c650f,2025-02-17 21:49:08.669889,74,False
ES6193589292584310940203,cf699c8f-9874-414c-8af0-68dbfe50ea4c,2025-01-27 09:51:42.004478,35,True
ES2323270009703019152799,f615751a-f976-4a1c-8137-aa60e0d7681e,2025-02-12 04:01:24.157948,100,True
ES4479035046373138091322,e44f7b7e-2904-4ecd-9829-e1a0ebfc98f5,2025-02-04 11:12:29.066084,61,True
ES5685062821279379662179,62ae4077-a562-413b-8a7d-c65474556251,2025-01-27 17:32:42.760581,74,True
ES8057445779727273051145,3d8d8197-057f-4e3b-8eb5-71b376829b61,2025-02-20 02:17:55.113125,48,False
ES2011857811343102349508,76a02b4c-325a-4c80-b0c6-ecf06cea6a0a,2025-01-07 19:53:38.358170,20,False
ES7532629602061420305408,44ebf865-6032-4e80-8dde-0d42d7a50fa6,2025-01-08 01:50:48.779215,71,True
ES4032042695085247134748,5bbffad5-fc1e-474d-a2ef-8b496af72c09,2025-01-28 05:10:52.492646,60,False
ES5798214636874623746012,4bcdb43e-20a7-4dae-bb5e-648d1e538c63,2025-02-08 11:29:32.546762,71,True
ES0420438728941200245232,837d18bf-de26-4bc7-83db-efe17b3680c6,2025-02-20 10:14:21.985898,25,True
ES9700665486206533923016,afac4c7a-64b4-4a16-a9d2-98964a9d5933,2025-01-17 20:07:12.707381,80,False
ES6586131758303248410651,bcf67f4f-e209-4037-aa62-84d7fe4a7617,2025-01-14 20:17:05.517201,66,False
ES9279687028161940240602,c991154e-7fff-4665-abbb-8e2ae88d6533,2025-01-04 03:14:47.096345,68,True
ES8013532581583583658487,c2b2fea4-d922-4710-a45d-6ea212e065af,2025-02-25 01:17:30.493922,100,True
ES2409709056262785875753,1c594a8e-edcf-4198-b191-309922c72608,2025-01-11 11:41:54.030640,69,False
ES1960724093363428167272,4932d1b3-5c17-48da-b33c-699ff3bc4038,2025-01-09 17:34:05.564877,36,False
ES3300058826121935834563,3d32df94-74f3-49a0-81e3-fac3593183ae,2025-01-22 01:33:36.051136,59,True
ES4446329018034774204532,6cf77e7e-b4c7-48f8-9e81-71ea3949e527,2025-01-23 05:21:57.118187,23,False
ES7864546456027281064213,28de415f-1214-41fb-a4e9-2275202e77a7,2025-02-23 16:56:45.200907,34,False
ES3175069096412347911524,f263c77e-16a1-484d-a8a9-f8a7ff1adaa8,2025-01-25 12:30:46.030056,8,True
ES6952831768798184799123,3fd83d4a-2cc0-4e10-96d8-1c020c736b50,2025-02-21 14:19:08.236295,61,False
ES2644454615773505489935,02ade3ad-aa93-463c-bb29-2a74781b0b23,2025-02-16 19:12:17.863895,76,False
ES8037088209725504911844,23ad39cf-9ad7-4aec-bd70-66537a35c4aa,2025-01-07 05:12:39.466973,12,False
ES7028957922932021526980,5a0339aa-85ad-42ac-a8ec-92971c098499,2025-02-03 12:23:47.221796,55,False
ES4253604153608723724140,19e24a26-ad6b-4035-a2b7-83874de6479c,2025-02-21 07:05:23.210621,86,False
ES2011904692124990272502,208cbcf0-7f92-404a-b03f-a6aa9314d2cf,2025-01-27 03:27:36.716090,8,False
ES8060062033259315583657,7aff01f6-2f6e-45eb-9e6b-661fbd3bfb91,2025-01-12 01:42:19.442620,7,False
ES1024609358839386521254,7ed1d52b-7aef-40de-bd20-49d8688d6ed8,2025-01-17 22:02:45.065552,15,True
ES5278524699043157046349,90765049-555a-4d68-8dac-0859f4401d07,2025-01-01 03:39:03.685263,2,True
ES1539967498965507071389,5a0339aa-85ad-42ac-a8ec-92971c098499,2025-01-27 22:30:05.766841,28,False
ES3904401967335444751247,9dbe3376-590b-4681-a97d-5344f7859b40,2025-02-15 19:28:53.406371,76,False
ES8261111892521343924279,5d1144fe-d2ad-4b32-876d-71a6194a9768,2025-01-11 10:44:21.864694,45,False
ES3080998436592330308281,c89b14dc-f442-46a7-b0e4-14fee39b0909,2025-01-09 23:55:58.351359,23,True
ES4322002184101971607666,ae5b6b60-34d6-46ba-82ee-c7bdae60de97,2025-01-04 07:51:29.746964,76,False
ES8797058202566205645495,0ce92009-0207-474a-a590-3a5538cad658,2025-02-15 20:42:34.743587,86,False
ES9369066756921235469878,2cf99221-7bbe-4019-8954-33880f9056d1,2025-02-02 02:16:37.042225,56,True
ES7575935681644097088557,9a3abded-1e3c-496d-8ab6-04fca78fc6ea,2025-01-28 18:44:00.494951,35,False
ES2972977355777834538160,f5febb9e-3c59-4c1f-bdc2-f03d2081e583,2025-01-28 12:01:11.853761,90,False
ES4150819450766804186098,4fbc1845-c439-41c5-9c41-e2e41b73cc6e,2025-02-11 08:04:33.888154,9,True
ES2712332281770851878583,6486f0e0-09da-4c12-acfa-5b4a71ddc03a,2025-02-16 07:55:50.250606,42,False
ES7394621222410622912387,419b6ee7-e9a5-4c21-b18a-3e18a1d2e517,2025-01-06 19:34:06.589481,57,False
ES1609600827336176095117,b4c82953-4072-4ff2-8465-c3f8f457088f,2025-01-11 08:22:37.315539,17,False
ES0660728322655807825482,2cf99221-7bbe-4019-8954-33880f9056d1,2025-01-01 06:17:08.190779,56,True
ES0362047642461483984939,b17f864e-3270-4227-b380-4304508e2324,2025-02-12 19:06:14.702582,65,False
ES5844071303789285971947,02938ab0-ba91-4585-82ca-5125de26dc55,2025-01-27 16:51:14.600549,30,True
ES0701912530578430656731,82ebfee9-2cb4-4d98-a739-0e92cee6d2b3,2025-01-06 23:31:55.482746,46,True
ES8821155311256078562014,38fdd646-10de-421e-aa4a-0a237581572a,2025-01-27 06:43:05.351449,36,False
ES3912819247436910314045,ad41d24f-0468-448b-ae41-ee60bfda4e65,2025-02-25 14:28:38.971672,33,True
ES6750562826318767611047,260671f4-5d54-43c3-a42e-68ad5fa19814,2025-01-04 11:57:47.520996,1,False
ES7146891851437401508768,c731523c-8b63-4afc-a35a-ab9020487be5,2025-02-11 03:27:30.417573,44,False
ES3363774302719263739268,b1adf980-7db5-4cab-94b2-d4b6698586ae,2025-02-04 01:03:53.962407,15,True
ES7714248249229343840887,d867dbce-7078-47f4-867a-ae0acc537e80,2025-01-11 06:26:01.142204,100,False
ES0828605948598793471456,6c8f2e49-bddf-493b-a7be-285243923d84,2025-02-10 13:40:54.591655,30,True
ES8190064993283648131289,c8614882-d3ce-4f16-9254-21d6f209f9b4,2025-01-15 06:32:15.452501,93,True
ES8503889593693451825582,3b45d539-a54f-4086-8b2d-4790f0bdff51,2025-01-25 12:29:32.183506,63,False
ES5358039231093948068921,25f7cc13-41a2-4fc2-9b7e-94ccb685a135,2025-01-03 07:28:29.653248,55,True
ES9162754585620034358446,5d431013-9792-4920-afae-0406d292657b,2025-02-21 20:46:14.264100,65,False
ES3365133776964766704573,6162de4c-04e5-441c-976c-1699f729b6a0,2025-01-13 09:04:36.288170,33,True
ES5468203993779902023925,62ae4077-a562-413b-8a7d-c65474556251,2025-01-21 20:40:52.118783,51,True
ES1778563574736717000861,c161126e-9fa0-40e2-99f2-4efae50560fe,2025-01-01 12:59:51.827670,7,True
ES9204080759749504293648,6162de4c-04e5-441c-976c-1699f729b6a0,2025-01-11 05:15:39.237556,67,False
ES6832776788161294260909,faf22472-8f43-4a7f-8dd5-49515d69d40c,2025-02-24 21:15:27.332968,20,False
ES5576839922237225635165,33adf5ed-4a7b-4632-a225-d12aa5ab2cf6,2025-02-02 07:59:06.042651,22,True
ES1588641650715624088072,fc85e61f-7437-419f-88d0-0b6d6d631ef0,2025-02-01 20:09:42.963757,6,False
ES9646139023967360436568,fde953b0-e74c-4240-b96d-7366828d3cb3,2025-01-02 19:00:23.216963,67,False
ES9815610360686091193120,d16825a3-30fa-43c4-bebd-98fc6d9ba71e,2025-01-07 11:56:29.663481,66,False
ES7800955235385112153497,48471968-7c48-4380-9378-176b53c8c403,2025-02-16 02:19:27.270913,5,False
ES4467420655315157013967,1f398932-865c-4ea1-a69b-b2cf1a227bb1,2025-01-30 11:53:59.615741,18,True
ES7338755533073916626547,1ad84c3e-47f7-4530-9362-76ebc9c03d3d,2025-01-10 13:51:07.327025,12,True
ES1252518219131305083058,9e222dfc-5745-4996-b7db-f858262ceb45,2025-01-06 05:32:50.302134,51,True
ES0499076527365304407223,28dba54a-67c0-4924-a58b-7f4e432c1060,2025-01-21 05:13:55.683326,52,True
ES8746240738537777191343,44eaf21a-8749-4b42-99cf-e64d57eeef9f,2025-02-07 13:17:47.647410,6,True
ES6232278487341606092940,89722495-ecdf-4c46-9fbd-421fb58fe94e,2025-02-24 14:22:16.295002,70,True
ES0490144684276164916177,34de7703-f19b-4c8f-bf68-92a481b6c6b3,2025-01-09 07:26:05.472052,57,False
ES8519582572546025862313,587cd7f0-73cd-44b4-b3a0-a355bcc4eb1b,2025-01-07 10:00:00.906693,14,True
ES5573027123905912915004,a0d7c8b3-2b92-4b68-ab4c-76ce2d83a650,2025-01-26 07:22:07.711320,89,True
ES2568417392714109832751,35ff58cf-60c2-4aa0-b0b3-c43fe15d3c36,2025-01-27 20:42:06.330303,83,False
ES6395024794242334762726,f1a5f17e-786a-40a8-84fc-0bcab5c69e02,2025-01-05 15:05:59.595834,96,True
ES0959562900802868557852,d867dbce-7078-47f4-867a-ae0acc537e80,2025-02-12 15:15:30.316860,97,True
ES2849063742375126437843,1c594a8e-edcf-4198-b191-309922c72608,2025-01-03 13:15:44.901109,68,True
ES5927426611667347107334,8162bbdb-8db5-4364-8b2c-a4be72937fa0,2025-02-24 14:32:07.969755,72,True
ES9590109242557586738883,4ab82aae-79a4-47ec-b91b-da2fb02120dd,2025-02-03 20:51:47.891791,90,True
ES6794445250911863369152,ea59093d-e118-4897-94c6-836ec86d773a,2025-02-02 08:47:24.714524,77,False
ES8140996845588376520899,c90f4eab-61ab-431b-81db-7fd4d964d6ab,2025-01-26 06:15:31.188546,48,False
ES1276176369009598865026,f0e125df-9851-4428-a87a-500fab4cdbbc,2025-01-19 17:49:05.098791,69,False
ES1285551796241303709871,8162bbdb-8db5-4364-8b2c-a4be72937fa0,2025-02-02 08:28:16.001606,98,True
ES0987474666280511870298,1ca8d806-a73b-4c62-b760-06c0d9427972,2025-02-03 08:34:17.895344,61,True
ES4527151455165559663487,d29058ed-5248-4b27-bd9d-538b63ec1ba3,2025-01-19 06:08:28.906355,37,False
ES3729849526641543356273,9caa6c98-9bc5-4aca-93d9-a3639e7bc6b2,2025-02-03 21:56:51.923455,40,False
ES0985634337057704746782,4300b168-76a8-47a3-a167-5aba0e33c899,2025-01-06 02:57:42.561877,34,False
ES2978501057610882792795,05a651c6-7c3f-4b05-a71b-c30d669b1d4c,2025-02-11 08:16:05.430121,26,True
ES8603039620556162035487,5dcc08f3-cbb0-45e0-8203-a537b854becb,2025-02-20 15:06:06.077402,84,True
ES2184886087311372681504,3570a1e6-6791-44bc-b5e1-45349f35f469,2025-01-29 23:38:54.975088,17,True
ES7864546456027281064213,82ebfee9-2cb4-4d98-a739-0e92cee6d2b3,2025-02-08 08:55:40.623234,57,True
ES0790672432243163958492,62ae4077-a562-413b-8a7d-c65474556251,2025-01-31 01:12:30.182506,93,True
ES9204080759749504293648,d7d12f49-eebc-4c18-8a07-b7e44acfda47,2025-01-10 01:14:19.188890,35,True
ES4965850870790651198131,6fe0a026-9287-4400-9120-9b6e2cf288eb,2025-02-17 02:04:49.873538,57,True
ES1007484335988720686954,41f1daa1-b092-48ee-8b40-44751cdb080e,2025-02-22 03:16:32.520614,76,False
ES7361456224538601291177,5b7ddf40-164d-455f-832b-e2648a2614c2,2025-02-09 18:37:55.369894,90,True
ES8138543112713724357177,c161126e-9fa0-40e2-99f2-4efae50560fe,2025-02-06 22:17:24.452168,14,False
ES2644454615773505489935,d25a0a6d-188f-4876-af3c-74eafc2b8e57,2025-01-31 22:31:55.371079,44,False
ES5013320635151448446453,f3372807-9ac4-4429-9c4d-d51e58a7a003,2025-02-05 17:36:36.941129,51,False
ES1480469903016169494169,c9a408ed-6b77-4200-9bff-143cceed6720,2025-02-12 09:25:09.654566,32,False
ES4440870173953519386163,9575fe4a-0632-4dbe-aa84-3f687591d600,2025-01-12 03:18:53.341100,5,False
ES1529913203442653741365,d6159fb9-fe94-437d-8f3d-40be9d78c67c,2025-02-19 04:48:56.732582,65,False
ES7361456224538601291177,c731523c-8b63-4afc-a35a-ab9020487be5,2025-02-19 03:55:08.389357,97,False
ES4270722068040198150938,d96e19d2-21b2-4bf3-a040-f3df73149311,2025-02-18 14:30:58.409627,93,False
ES6531144831313082226109,4e25c542-139a-440f-b30c-25fb7c6418e2,2025-02-06 16:52:54.893387,2,False
ES1559195354161371121799,613c4ca1-98f0-43dc-b6c7-9e83713e355d,2025-01-24 00:54:24.938059,1,False
ES8887148674389654726781,1ad84c3e-47f7-4530-9362-76ebc9c03d3d,2025-02-12 21:41:51.795250,67,False
ES1400360655132802020610,8be0c23c-c334-4844-ba95-2601ce36c775,2025-02-08 12:33:20.524014,91,True
ES3663949441807293545502,c161126e-9fa0-40e2-99f2-4efae50560fe,2025-01-07 14:53:20.993185,74,False
ES9284087768922279144918,3cae29d2-23a8-434b-bb3e-c7f914e841af,2025-01-23 09:48:15.671750,85,False
ES8351646130134320319254,73b27e36-9637-457b-be55-f465ca3daec6,2025-01-22 02:12:47.613732,74,True
ES8088899575736585192774,cebd2972-f43e-4fe2-9632-9fcc08967b41,2025-02-26 11:27:37.940382,73,True
ES2888106859718929811411,05a651c6-7c3f-4b05-a71b-c30d669b1d4c,2025-01-10 04:32:44.521175,69,True
ES1182057138470823559257,2281fb40-9d4c-4340-a685-080ba70c6529,2025-01-10 16:52:58.289629,92,True
ES2975748808499201694487,8e6a2476-911d-4a97-99a5-297818dd8371,2025-01-27 07:05:35.967916,91,False
ES7029071214324784131879,19e24a26-ad6b-4035-a2b7-83874de6479c,2025-02-12 15:40:01.565957,77,True
ES8868064860644912294775,656bccb0-0291-4fee-bf4b-3f7f053d039f,2025-01-28 01:49:14.073527,73,False
ES4222764779628062087191,a67ad7b2-66be-401f-938e-83d583eaf110,2025-01-06 21:48:31.891035,69,True
ES2725578089498971423736,e8b840e4-5459-45d4-ab92-84c9f7dc90f0,2025-01-06 01:22:32.835870,64,True
ES7799820026433827104790,33c5dbfe-9798-4804-9bd0-d9be2752d4dd,2025-01-08 08:45:17.373785,90,True
ES7346813271837448564300,441eca1b-aafe-48e7-b34b-045478d9fd7f,2025-02-01 05:46:33.669575,2,True
ES2956108052142979125835,816ae339-183e-46d8-a67d-b04accd14200,2025-02-07 01:11:50.301057,25,False
ES5134268131329680964287,45c39736-3a7a-46f9-8bb9-cf5479c6edde,2025-01-10 09:11:18.644490,36,True
ES9261487901611882873499,2c5e10c1-e596-4245-b2a4-000acd8a6828,2025-02-09 13:22:24.606158,25,True
ES8136637648725203337753,aeca94aa-1717-408b-b74f-4d7cac27f5cf,2025-02-21 19:15:48.436620,88,True
ES1536393545334097529725,e9d3f77d-a89f-4cf3-95ef-cad561584b92,2025-01-15 09:34:47.303696,91,False
ES7120234426294357863021,0f2e921e-3ff3-4a4a-a4c4-4e4c2fa275ae,2025-02-08 18:24:03.699796,51,False
ES0879098365335031379036,4de63d39-6f97-41dc-987e-5da0ac3f0cb2,2025-02-19 10:22:55.074258,33,False
ES5555173907028883702005,9679ec0d-1dc5-4988-a423-de118f750fcf,2025-01-12 03:23:15.564931,25,True
ES2011857811343102349508,fd45e9b3-5ec2-47c8-8f95-3cede997e7ec,2025-01-02 15:53:36.100799,83,False
ES8797058202566205645495,3920c80f-7d71-4005-abbe-3d37f63759b1,2025-02-24 06:44:42.045000,40,False
ES8314289310258605440503,8768e92c-3315-4022-bf2e-96aac8d4fd1c,2025-02-12 19:53:11.128205,67,False
ES9791269881012245319848,6371cda6-63eb-462e-8ce6-50583a246817,2025-01-30 22:27:52.539593,72,True
ES1937506557159301830550,ec942981-13b0-4819-b44f-a9cc0473bffc,2025-02-22 22:55:10.351913,48,False
ES1158124291347200290237,6dda798a-294a-4e7f-a0b8-61c63e94acc9,2025-02-08 11:20:44.295166,37,True
ES6300681750427928694037,a519a6e5-7645-4fbd-b021-bd23b17406d5,2025-02-17 21:38:15.799734,17,True
ES4656241418367313152413,44eaf21a-8749-4b42-99cf-e64d57eeef9f,2025-02-09 02:04:11.060969,29,False
ES0713992518826883338478,33c5dbfe-9798-4804-9bd0-d9be2752d4dd,2025-02-10 21:18:47.840494,13,False
ES0254487940451090873844,d42c9a0d-52ee-4c96-80d5-1d28d0a371c0,2025-02-11 19:54:05.902414,91,False
